spectrum_/vin X,spectrum_/vin Y
18632812.5,-74.62135253576297
18671875,-75.23627145585064
18710937.5,-74.6236675352539
18750000,-74.68446061580389
18789062.5,-74.62584922596457
18828125,-72.42338383891851
18867187.5,-74.62789709985339
18906250,-74.85912915979668
18945312.5,-74.6298106602852
18984375,-74.72238316011452
19023437.5,-74.63158946275463
19062500,-74.46994116548217
19101562.5,-74.63323307197537
19140625,-74.74981257977312
19179687.5,-74.63474109529122
19218750,-74.25206110523443
19257812.5,-74.63611318420827
19296875,-74.69919358020672
19335937.5,-74.63734900851152
19375000,-70.71938369156857
19414062.5,-74.63844825854011
19453125,-74.65739664579839
19492187.5,-74.6394106829015
19531250,-74.06601659816162
19570312.5,-74.64023604587496
19609375,-74.44905619899865
19648437.5,-74.64092415041112
19687500,-74.44543551220764
19726562.5,-74.64147482957137
19765625,-74.67400601388971
19804687.5,-74.64188796145254
19843750,-74.69391653193037
19882812.5,-74.6421634427919
19921875,-74.92393916817419
19960937.5,-74.64230119574326
20000000,-81.02003772567559
