((VT("/o1") + VT("/o2") + VT("/o3") + VT("/o4") + VT("/o5") + VT("/o6") + VT("/o7") + VT("/o8") + VT("/o9") + VT("/o10") + VT("/o11") + VT("/o12") + VT("/o13") + VT("/o14") + VT("/o15")) / (1.8 * 15)) X,((VT("/o1") + VT("/o2") + VT("/o3") + VT("/o4") + VT("/o5") + VT("/o6") + VT("/o7") + VT("/o8") + VT("/o9") + VT("/o10") + VT("/o11") + VT("/o12") + VT("/o13") + VT("/o14") + VT("/o15")) / (1.8 * 15)) Y,v /vin; tran (V) X,v /vin; tran (V) Y,v /vinput; tran (V) X,v /vinput; tran (V) Y
7.77668633709409e-11,0.4834724033500029,7.77668633709409e-11,0.4092863695448964,7.77668633709409e-11,0.4000435494434877
8.55875979867992e-11,0.483371842453248,8.55875979867992e-11,0.4092219300968647,8.55875979867992e-11,0.4000479290548726
9.54064273520491e-11,0.4832396096382037,9.54064273520491e-11,0.4091493106525202,9.54064273520491e-11,0.4000534275993172
1.050406430529065e-10,0.4831464570178612,1.050406430529065e-10,0.4090862456104903,1.050406430529065e-10,0.4000588227601096
1.153732158219914e-10,0.4831501577822814,1.153732158219914e-10,0.4090253838659312,1.153732158219914e-10,0.4000646090008603
1.271329793592465e-10,0.483482196763057,1.271329793592465e-10,0.4089617461693231,1.271329793592465e-10,0.4000711944684412
1.39656392408763e-10,0.4848677851896265,1.39656392408763e-10,0.4088962282583218,1.39656392408763e-10,0.4000782075797489
1.496602380382598e-10,0.4871263784754855,1.496602380382598e-10,0.408841386031451,1.496602380382598e-10,0.4000838097333014
1.59777522629432e-10,0.4845729408623173,1.59777522629432e-10,0.4087796447018129,1.59777522629432e-10,0.4000894754126725
1.678078262940692e-10,0.4684766421854232,1.678078262940692e-10,0.4087251083783198,1.678078262940692e-10,0.4000939723827247
1.744868494073842e-10,0.4374945785594721,1.744868494073842e-10,0.4086762188602271,1.744868494073842e-10,0.4000977126356682
1.80892739614219e-10,0.3917248848536136,1.80892739614219e-10,0.4086268948571,1.80892739614219e-10,0.400101299934184
1.846137878199773e-10,0.3626812855508736,1.846137878199773e-10,0.4085973348429858,1.846137878199773e-10,0.4001033837211792
1.884223726857185e-10,0.3354121463420348,1.884223726857185e-10,0.4085666331982261,1.884223726857185e-10,0.400105516528704
1.918638410381287e-10,0.3138986252224154,1.918638410381287e-10,0.4085386477390703,1.918638410381287e-10,0.4001074437509814
1.951578674870536e-10,0.2962666110801436,1.951578674870536e-10,0.4085118229949325,1.951578674870536e-10,0.4001092884057928
1.987291758136589e-10,0.2799842113743927,1.987291758136589e-10,0.4084828018287732,1.987291758136589e-10,0.4001112883384557
2.022287013785446e-10,0.2662361894979291,2.022287013785446e-10,0.4084545433824021,2.022287013785446e-10,0.400113248072772
2.059186160190464e-10,0.2537564327543936,2.059186160190464e-10,0.4084249638732485,2.059186160190464e-10,0.4001153144249707
2.093845021829582e-10,0.2430521867191021,2.093845021829582e-10,0.4083974344268691,2.093845021829582e-10,0.4001172553212225
2.127064413189298e-10,0.2337227594188507,2.127064413189298e-10,0.4083712618677336,2.127064413189298e-10,0.4001191156071386
2.162831315308194e-10,0.2249503206008235,2.162831315308194e-10,0.408343345424321,2.162831315308194e-10,0.4001211185536573
2.198252517993736e-10,0.2168960195217339,2.198252517993736e-10,0.4083159648611473,2.198252517993736e-10,0.4001231021410077
2.251872982169003e-10,0.2048604375154489,2.251872982169003e-10,0.4082751223593136,2.251872982169003e-10,0.4001261048870015
2.287402175731984e-10,0.1977490261967825,2.287402175731984e-10,0.4082484794875346,2.287402175731984e-10,0.400128094521841
2.323529302012033e-10,0.1913231750932277,2.323529302012033e-10,0.4082217944627025,2.323529302012033e-10,0.4001301176409127
2.367211941635777e-10,0.1840512834889786,2.367211941635777e-10,0.4081901106864609,2.367211941635777e-10,0.4001325638687316
2.424215756973631e-10,0.1743016087857469,2.424215756973631e-10,0.4081498455142734,2.424215756973631e-10,0.4001357560823905
2.478482647126112e-10,0.1656326188281821,2.478482647126112e-10,0.408112702308118,2.478482647126112e-10,0.4001387950282391
2.520414921941773e-10,0.1601500511124207,2.520414921941773e-10,0.4080848483671715,2.520414921941773e-10,0.4001411432356288
2.56190483801497e-10,0.1553037761196019,2.56190483801497e-10,0.4080580200368084,2.56190483801497e-10,0.4001434666709289
2.623064712735019e-10,0.1479141262219457,2.623064712735019e-10,0.4080198572809797,2.623064712735019e-10,0.4001468916239132
2.677057442747702e-10,0.1403661730708462,2.677057442747702e-10,0.4079875266793409,2.677057442747702e-10,0.4001499152167939
2.687057442747702e-10,0.1388881446889545,2.687057442747702e-10,0.4079816843119947,2.687057442747702e-10,0.4001504752167939
2.707057442747702e-10,0.1360666429029542,2.707057442747702e-10,0.4079702208592749,2.707057442747702e-10,0.4001515952167939
2.740183293969387e-10,0.1321326210367521,2.740183293969387e-10,0.4079514631579905,2.740183293969387e-10,0.4001534502644623
2.750183293969387e-10,0.1311340802413264,2.750183293969387e-10,0.4079458924921094,2.750183293969387e-10,0.4001540102644623
2.770183293969387e-10,0.1294542352065784,2.770183293969387e-10,0.4079349749166413,2.770183293969387e-10,0.4001551302644623
2.810183293969387e-10,0.126582727572305,2.810183293969387e-10,0.4079134596820976,2.810183293969387e-10,0.4001573702644623
2.842804026903742e-10,0.1246864690910973,2.842804026903742e-10,0.4078964013805001,2.842804026903742e-10,0.4001591970255066
2.907024608974548e-10,0.1208579302342566,2.907024608974548e-10,0.4078640608672476,2.907024608974548e-10,0.4001627933781026
2.960923338119357e-10,0.1169625114563611,2.960923338119357e-10,0.4078381524346585,2.960923338119357e-10,0.4001658117069347
3.035170110793435e-10,0.1108264532465799,3.035170110793435e-10,0.4078041616135949,3.035170110793435e-10,0.4001699695262044
3.082460821110358e-10,0.1078288332069611,3.082460821110358e-10,0.4077834603558013,3.082460821110358e-10,0.4001726178059822
3.132588556094328e-10,0.1064462930069091,3.132588556094328e-10,0.4077622513655775,3.132588556094328e-10,0.4001754249591413
3.184899114124394e-10,0.1066232806058563,3.184899114124394e-10,0.4077408678957145,3.184899114124394e-10,0.400178354350391
3.255421247223513e-10,0.1085412942717692,3.255421247223513e-10,0.4077131475817944,3.255421247223513e-10,0.4001823035898445
3.318893493915513e-10,0.1113404339840004,3.318893493915513e-10,0.4076892252212789,3.318893493915513e-10,0.4001858580356593
3.393998599992034e-10,0.1151214573713139,3.393998599992034e-10,0.4076621008625005,3.393998599992034e-10,0.4001900639215996
3.478441251537359e-10,0.1186622915131499,3.478441251537359e-10,0.407633040378135,3.478441251537359e-10,0.4001947927100861
3.555055557882103e-10,0.1205449554731018,3.555055557882103e-10,0.407607908380304,3.555055557882103e-10,0.4001990831112414
3.631244271198393e-10,0.1223719856367234,3.631244271198393e-10,0.4075839910012358,3.631244271198393e-10,0.4002033496791871
3.706254879377985e-10,0.1245905558374403,3.706254879377985e-10,0.4075613890899317,3.706254879377985e-10,0.4002075502732452
3.827445559268393e-10,0.1279771586309943,3.827445559268393e-10,0.4075265092830956,3.827445559268393e-10,0.400214336951319
3.918353977363702e-10,0.1298819407979687,3.918353977363702e-10,0.4075013936386624,3.918353977363702e-10,0.4002194278227324
4.028276939193964e-10,0.1314151958959001,4.028276939193964e-10,0.4074718877449385,4.028276939193964e-10,0.4002255835085949
4.134034265591188e-10,0.1322948488561551,4.134034265591188e-10,0.4074443044560006,4.134034265591188e-10,0.4002315059188731
4.256371185822172e-10,0.1328169550070212,4.256371185822172e-10,0.4074133682088877,4.256371185822172e-10,0.4002383567864061
4.390630442471699e-10,0.1323682599586194,4.390630442471699e-10,0.4073806164073705,4.390630442471699e-10,0.4002458753047785
4.534931633334666e-10,0.1297471907946838,4.534931633334666e-10,0.4073467805421696,4.534931633334666e-10,0.4002539561714668
4.675490495096462e-10,0.1245088001855924,4.675490495096462e-10,0.4073150527623045,4.675490495096462e-10,0.4002618274677254
4.845569189227492e-10,0.1142618893436965,4.845569189227492e-10,0.4072779229003848,4.845569189227492e-10,0.4002713518745968
4.976187395154236e-10,0.1035447316434644,4.976187395154236e-10,0.4072500071169853,4.976187395154236e-10,0.4002786664941286
5.131272840710848e-10,0.08754215186627035,5.131272840710848e-10,0.4072170400088077,5.131272840710848e-10,0.4002873512790798
5.141272840710848e-10,0.08642537935191673,5.141272840710848e-10,0.4072149137870615,5.141272840710848e-10,0.4002879112790798
5.161272840710848e-10,0.08425114236721283,5.161272840710848e-10,0.4072106642479002,5.161272840710848e-10,0.4002890312790798
5.201272840710848e-10,0.08030823071331943,5.201272840710848e-10,0.4072021586278091,5.201272840710848e-10,0.4002912712790798
5.237813056790491e-10,0.0773796417380759,5.237813056790491e-10,0.4071943860017255,5.237813056790491e-10,0.4002933175311803
5.299155026409805e-10,0.07374408248011118,5.299155026409805e-10,0.407181354110234,5.299155026409805e-10,0.400296752681479
5.372658742420918e-10,0.07080853525277289,5.372658742420918e-10,0.4071657833701599,5.372658742420918e-10,0.4003008688895756
5.44454304319572e-10,0.06902200445213182,5.44454304319572e-10,0.4071506291427514,5.44454304319572e-10,0.400304894410419
5.531140193856851e-10,0.0677904943746621,5.531140193856851e-10,0.4071324918938773,5.531140193856851e-10,0.400309743850856
5.612886663540821e-10,0.06736068203772681,5.612886663540821e-10,0.4071155130182104,5.612886663540821e-10,0.4003143216531583
5.697813913869614e-10,0.06722024893445494,5.697813913869614e-10,0.4070980290037715,5.697813913869614e-10,0.4003190775791767
5.798429346463975e-10,0.06709162263268452,5.798429346463975e-10,0.4070775275826099,5.798429346463975e-10,0.400324712043402
5.912683996744873e-10,0.06698700147395896,5.912683996744873e-10,0.407054528266788,5.912683996744873e-10,0.4003311103038177
6.012600867817775e-10,0.06683802913174106,6.012600867817775e-10,0.4070346488392799,6.012600867817775e-10,0.4003367056485978
6.134813182830252e-10,0.0663002510844154,6.134813182830252e-10,0.4070105931667359,6.134813182830252e-10,0.4003435495382385
6.27332249250137e-10,0.06467030354678835,6.27332249250137e-10,0.4069836320756409,6.27332249250137e-10,0.4003513060595801
6.435122568347752e-10,0.06083770793324202,6.435122568347752e-10,0.4069524683194354,6.435122568347752e-10,0.4003603668638275
6.621838281019781e-10,0.05354130408250188,6.621838281019781e-10,0.4069168077983498,6.621838281019781e-10,0.4003708229437371
6.891059892308473e-10,0.03668044599631293,6.891059892308473e-10,0.4068654945363076,6.891059892308473e-10,0.4003858993539693
7.007297013386344e-10,0.0267933128108412,7.007297013386344e-10,0.4068432050238229,7.007297013386344e-10,0.4003924086327497
7.017297013386344e-10,0.02585803401050386,7.017297013386344e-10,0.4068412782595967,7.017297013386344e-10,0.4003929686327496
7.037297013386344e-10,0.02392670908960134,7.037297013386344e-10,0.4068374204800688,7.037297013386344e-10,0.4003940886327497
7.077297013386343e-10,0.02000274349634175,7.077297013386343e-10,0.4068296922911866,7.077297013386343e-10,0.4003963286327497
7.126971766001624e-10,0.0152093541647368,7.126971766001624e-10,0.4068200618817982,7.126971766001624e-10,0.4003991104188961
7.198555294519513e-10,0.009655872350052157,7.198555294519513e-10,0.4068061332811338,7.198555294519513e-10,0.4004031190964931
7.257060322555808e-10,0.006465763020077474,7.257060322555808e-10,0.4067947159715951,7.257060322555808e-10,0.4004063953780632
7.341397694682864e-10,0.00334277811588743,7.341397694682864e-10,0.406778234720347,7.341397694682864e-10,0.4004111182709023
7.416377385236887e-10,0.001730946674919522,7.416377385236887e-10,0.4067635765110365,7.416377385236887e-10,0.4004153171335733
7.506255091654638e-10,0.0007623297712756155,7.506255091654638e-10,0.4067460131888349,7.506255091654638e-10,0.4004203502851327
7.584020930461273e-10,0.0005261214912095963,7.584020930461273e-10,0.406730841736634,7.584020930461273e-10,0.4004247051721059
7.680184108733585e-10,0.0003490412593687532,7.680184108733585e-10,0.4067121238097556,7.680184108733585e-10,0.4004300903100891
7.784998982601212e-10,0.000224191274044281,7.784998982601212e-10,0.4066917945527291,7.784998982601212e-10,0.4004359599430257
7.879362258662995e-10,0.0001428239867689431,7.879362258662995e-10,0.4066735671130581,7.879362258662995e-10,0.4004412442864851
7.989627698311334e-10,8.529866236969345e-05,7.989627698311334e-10,0.4066523653299675,7.989627698311334e-10,0.4004474191511054
8.115271850529952e-10,4.754957140171357e-05,8.115271850529952e-10,0.406628333406495,8.115271850529952e-10,0.4004544552236297
8.268610133311436e-10,2.402812982732182e-05,8.268610133311436e-10,0.4065991816146431,8.268610133311436e-10,0.4004630421674655
8.453184536096617e-10,1.120449999033284e-05,8.453184536096617e-10,0.4065643298575706,8.453184536096617e-10,0.4004733783340214
8.687933226256652e-10,4.755363121440782e-06,8.687933226256652e-10,0.4065203289710153,8.687933226256652e-10,0.4004865242606704
8.99888858047297e-10,1.787196722996493e-06,8.99888858047297e-10,0.406462495208387,8.99888858047297e-10,0.4005039377605065
9.447472929395892e-10,5.015382386442627e-07,9.447472929395892e-10,0.4063797261000349,9.447472929395892e-10,0.4005290584840462
1.01675003321834e-09,1.30488485851233e-07,1.01675003321834e-09,0.4062478012535206,1.01675003321834e-09,0.4005693800186023
1.113374695695827e-09,3.118014524786909e-07,1.113374695695827e-09,0.4060696331249782,1.113374695695827e-09,0.4006234898295897
1.205484200762915e-09,2.801669568888102e-07,1.205484200762915e-09,0.4058986233816446,1.205484200762915e-09,0.4006750711524272
1.309614099466528e-09,-9.973392862925373e-10,1.309614099466528e-09,0.4057090738171678,1.309614099466528e-09,0.4007333838957013
1.336091099635206e-09,2.435101827661749e-08,1.336091099635206e-09,0.4056615932581538,1.336091099635206e-09,0.4007482110157957
1.389045099972561e-09,1.273948833641225e-08,1.389045099972561e-09,0.405567029271135,1.389045099972561e-09,0.4007778652559846
1.49457847761328e-09,-1.237920733155477e-08,1.49457847761328e-09,0.4053804365889745,1.49457847761328e-09,0.4008369639474634
1.658790846030313e-09,-2.733058174298307e-09,1.658790846030313e-09,0.4050945145492179,1.658790846030313e-09,0.400928922873777
1.921121369961952e-09,-1.509210104476692e-08,1.921121369961952e-09,0.4046484019999628,1.921121369961952e-09,0.4010758279671787
2.333230985801345e-09,-2.417340669432698e-09,2.333230985801345e-09,0.4039730002814816,2.333230985801345e-09,0.4013066093520488
3.157450217480131e-09,-1.521233538917736e-08,3.157450217480131e-09,0.4027092389957961,3.157450217480131e-09,0.4017681721217889
4.805888680837702e-09,-2.375535539582537e-09,4.805888680837702e-09,0.4004868008661429,4.805888680837702e-09,0.4026912976612692
6.989346164216357e-09,-1.52441933255454e-08,6.989346164216357e-09,0.3980600335784119,6.989346164216357e-09,0.4039140338519612
9.38052703128018e-09,-2.358964421678204e-09,9.38052703128018e-09,0.3959251448217742,9.38052703128018e-09,0.4052530951375169
1.094026351564009e-08,-1.527083854835753e-08,1.094026351564009e-08,0.394767346064626,1.094026351564009e-08,0.4061265475687585
1.25e-08,-2.332825924230295e-09,1.25e-08,0.3937628092605422,1.25e-08,0.407
1.2505e-08,-2.70718026756796e-05,1.2505e-08,0.3968837747454254,1.2505e-08,0.4070028
1.25075e-08,-8.427981426265732e-06,1.25075e-08,0.4003395842743078,1.25075e-08,0.4070042
1.251e-08,7.992926840072791e-05,1.251e-08,0.4050329544847385,1.251e-08,0.4070056
1.251042704378159e-08,0.000110346539947383,1.251042704378159e-08,0.4051209849110591,1.251042704378159e-08,0.4070058391445177
1.251116912819773e-08,0.0001620062731045271,1.251116912819773e-08,0.4052727749976197,1.251116912819773e-08,0.4070062547117907
1.251182043632637e-08,0.0001959772663390541,1.251182043632637e-08,0.4054047667697483,1.251182043632637e-08,0.4070066194443428
1.251312305258365e-08,0.0002379439673792179,1.251312305258365e-08,0.4056645773667993,1.251312305258365e-08,0.4070073489094468
1.251572828509821e-08,0.0002605795338581862,1.251572828509821e-08,0.4061672035268128,1.251572828509821e-08,0.407008807839655
1.252093875012733e-08,0.0002155077586038374,1.252093875012733e-08,0.407115689432468,1.252093875012733e-08,0.4070117257000713
1.25281459079621e-08,0.0001408201611884938,1.25281459079621e-08,0.4083051535720609,1.25281459079621e-08,0.4070157617084588
1.253771234143981e-08,7.826520638758653e-05,1.253771234143981e-08,0.4096632907705303,1.253771234143981e-08,0.4070211189112063
1.255041122782211e-08,5.524107242384428e-05,1.255041122782211e-08,0.4110034951374743,1.255041122782211e-08,0.4070282302875804
1.256362222718217e-08,-5.298816889848529e-06,1.256362222718217e-08,0.4117193989446817,1.256362222718217e-08,0.407035628447222
1.257661880593072e-08,-0.0001799760030384534,1.257661880593072e-08,0.4118243390355564,1.257661880593072e-08,0.4070429065313212
1.25926256181202e-08,-0.0005276190841169999,1.25926256181202e-08,0.4115163195513511,1.25926256181202e-08,0.4070518703461473
1.260621108273884e-08,-0.0009234583284747541,1.260621108273884e-08,0.4111188289668819,1.260621108273884e-08,0.4070594782063338
1.262084967683021e-08,-0.001840761351629335,1.262084967683021e-08,0.4107002626969697,1.262084967683021e-08,0.4070676758190249
1.263357773769891e-08,-0.00310390136829529,1.263357773769891e-08,0.4103647636699926,1.263357773769891e-08,0.4070748035331114
1.264628666565891e-08,-0.004502179295453381,1.264628666565891e-08,0.4100489087483534,1.264628666565891e-08,0.407081920532769
1.265933644805229e-08,-0.006317132059195144,1.265933644805229e-08,0.4097404561859809,1.265933644805229e-08,0.4070892284109093
1.267354334740201e-08,-0.009806290319782682,1.267354334740201e-08,0.4094247532590022,1.267354334740201e-08,0.4070971842745452
1.268308815204594e-08,-0.01173750381087219,1.268308815204594e-08,0.4092263974235743,1.268308815204594e-08,0.4071025293651457
1.268914740049345e-08,-0.01210202050630703,1.268914740049345e-08,0.4091070026685428,1.268914740049345e-08,0.4071059225442764
1.269588543217961e-08,-0.01129742153451216,1.269588543217961e-08,0.4089806583836249,1.269588543217961e-08,0.4071096958420206
1.270168587205245e-08,-0.009456144432809841,1.270168587205245e-08,0.408877450035609,1.270168587205245e-08,0.4071129440883494
1.270731979400061e-08,-0.007529960582483109,1.270731979400061e-08,0.408782208395309,1.270731979400061e-08,0.4071160990846404
1.271285380719538e-08,-0.00578144197158399,1.271285380719538e-08,0.4086933587016764,1.271285380719538e-08,0.4071191981320295
1.271941803475161e-08,-0.004011670256863411,1.271941803475161e-08,0.4085939831347596,1.271941803475161e-08,0.4071228740994609
1.272780225405494e-08,-0.002341053017676707,1.272780225405494e-08,0.408475335631359,1.272780225405494e-08,0.4071275692622708
1.273632371325133e-08,-0.001278005157233668,1.273632371325133e-08,0.4083639423186241,1.273632371325133e-08,0.4071323412794208
1.274514367937823e-08,-0.0006679440857984075,1.274514367937823e-08,0.4082579523473139,1.274514367937823e-08,0.4071372804604518
1.275497076044859e-08,-0.0003283040782872755,1.275497076044859e-08,0.4081504719125552,1.275497076044859e-08,0.4071427836258512
1.276775227136546e-08,-0.0001383479656753173,1.276775227136546e-08,0.4080265132974448,1.276775227136546e-08,0.4071499412719647
1.278641131304923e-08,-4.635942596098567e-05,1.278641131304923e-08,0.4078743766688692,1.278641131304923e-08,0.4071603903353076
1.281839987827562e-08,-1.137240524880182e-05,1.281839987827562e-08,0.4076786476278569,1.281839987827562e-08,0.4071783039318344
1.285874293090733e-08,-4.671051198533982e-06,1.285874293090733e-08,0.4075199259453081,1.285874293090733e-08,0.4072008960413081
1.290387115449419e-08,-2.208512789045008e-06,1.290387115449419e-08,0.4074195642711987,1.290387115449419e-08,0.4072261678465168
1.29550036383732e-08,-8.770363895001957e-07,1.29550036383732e-08,0.4073645850790959,1.29550036383732e-08,0.407254802037489
1.301600232757703e-08,-1.952176364346399e-07,1.301600232757703e-08,0.4073437045171364,1.301600232757703e-08,0.4072889613034432
1.309286507900742e-08,1.073981470379799e-07,1.309286507900742e-08,0.407351611868682,1.309286507900742e-08,0.4073320044442442
1.31947712506358e-08,2.036725933860473e-07,1.31947712506358e-08,0.4073872403728314,1.31947712506358e-08,0.4073890719003561
1.333864416355074e-08,2.264485974968767e-07,1.333864416355074e-08,0.407454676565979,1.333864416355074e-08,0.4074696407315884
1.356126646183747e-08,2.223854578129961e-07,1.356126646183747e-08,0.4075702255557554,1.356126646183747e-08,0.407594309218629
1.39621852910339e-08,2.262651109631319e-07,1.39621852910339e-08,0.4077871359120549,1.39621852910339e-08,0.407818823762979
1.454943686135443e-08,2.223596067877667e-07,1.454943686135443e-08,0.40811126725528,1.454943686135443e-08,0.4081476846423585
1.536945547737744e-08,2.26301179536788e-07,1.536945547737744e-08,0.4085677118754469,1.536945547737744e-08,0.4086068950673314
1.651331319105913e-08,2.223310943410832e-07,1.651331319105913e-08,0.4092062523710737,1.651331319105913e-08,0.4092474553869931
1.817653976516672e-08,2.263212942063177e-07,1.817653976516672e-08,0.4101361155017718,1.817653976516672e-08,0.4101788622684934
2.060472510983121e-08,2.223176021103362e-07,2.060472510983121e-08,0.4114948358156993,2.060472510983121e-08,0.4115386460615055
2.28023625549156e-08,2.263324711291219e-07,2.28023625549156e-08,0.4127249604448144,2.28023625549156e-08,0.4127693230307528
2.5e-08,2.223062653765157e-07,2.5e-08,0.4139552631087787,2.5e-08,0.414
2.50025e-08,6.934965805344347e-05,2.50025e-08,0.4099196443342225,2.50025e-08,0.4140014
2.500502396000847e-08,0.0001179525637139867,2.500502396000847e-08,0.4068503361016221,2.500502396000847e-08,0.4140028134176048
2.500763274336896e-08,0.0001390189512002627,2.500763274336896e-08,0.4052071546452924,2.500763274336896e-08,0.4140042743362866
2.501e-08,8.974742368668928e-05,2.501e-08,0.4035029463056897,2.501e-08,0.4140056
2.501043727075893e-08,7.320175328166742e-05,2.501043727075893e-08,0.40341584558483,2.501043727075893e-08,0.414005844871625
2.501116823592001e-08,4.840900622547819e-05,2.501116823592001e-08,0.4032758072018778,2.501116823592001e-08,0.4140062542121152
2.501180243508763e-08,3.007943824705353e-05,2.501180243508763e-08,0.4031627911981951,2.501180243508763e-08,0.4140066093636491
2.501307083342288e-08,7.644420413966581e-07,2.501307083342288e-08,0.4029662087603579,2.501307083342288e-08,0.4140073196667168
2.501560763009338e-08,-3.58031971365586e-05,2.501560763009338e-08,0.4026907088335829,2.501560763009338e-08,0.4140087402728523
2.501899392686093e-08,-5.504227181671015e-05,2.501899392686093e-08,0.4025184813179167,2.501899392686093e-08,0.4140106365990421
2.502282466626248e-08,-5.584271838326406e-05,2.502282466626248e-08,0.4025254089775144,2.502282466626248e-08,0.414012781813107
2.502762103901125e-08,-4.535225132608462e-05,2.502762103901125e-08,0.4027215542109036,2.502762103901125e-08,0.4140154677818463
2.503230884398626e-08,-3.278847444705732e-05,2.503230884398626e-08,0.4030181079756595,2.503230884398626e-08,0.4140180929526323
2.5037225579552e-08,-2.35300439101292e-05,2.5037225579552e-08,0.4033689640783522,2.5037225579552e-08,0.4140208463245492
2.504174580904969e-08,-2.59969157053233e-05,2.504174580904969e-08,0.4036965368820389,2.504174580904969e-08,0.4140233776530678
2.504616668444366e-08,-3.862636733184491e-05,2.504616668444366e-08,0.4040048723052377,2.504616668444366e-08,0.4140258533432885
2.505134251081777e-08,-5.818649312170989e-05,2.505134251081777e-08,0.4043367104662502,2.505134251081777e-08,0.414028751806058
2.505730301780426e-08,-7.668083353790273e-05,2.505730301780426e-08,0.4046669981884553,2.505730301780426e-08,0.4140320896899704
2.50637154317732e-08,-8.703238676819099e-05,2.50637154317732e-08,0.404954181138625,2.50637154317732e-08,0.414035680641793
2.506979455610196e-08,-8.897306096850134e-05,2.506979455610196e-08,0.4051679015742459,2.506979455610196e-08,0.4140390849514171
2.507684070821313e-08,-8.571592718703878e-05,2.507684070821313e-08,0.4053598817746022,2.507684070821313e-08,0.4140430307965994
2.508526410020403e-08,-7.288362474962494e-05,2.508526410020403e-08,0.4055292178891949,2.508526410020403e-08,0.4140477478961143
2.509551871371574e-08,-1.034854876338457e-05,2.509551871371574e-08,0.4056713370913197,2.509551871371574e-08,0.4140534904796808
2.51054163477125e-08,0.0001176812398893381,2.51054163477125e-08,0.405758777760102,2.51054163477125e-08,0.414059033154719
