(VT("/vin") - 0.6) X,(VT("/vin") - 0.6) Y,((VT("/o1") + VT("/o2") + VT("/o3") + VT("/o4") + VT("/o5") + VT("/o6") + VT("/o7") + VT("/o8") + VT("/o9") + VT("/o10") + VT("/o11") + VT("/o12") + VT("/o13") + VT("/o14") + VT("/o15")) / (1.8 * 15)) X,((VT("/o1") + VT("/o2") + VT("/o3") + VT("/o4") + VT("/o5") + VT("/o6") + VT("/o7") + VT("/o8") + VT("/o9") + VT("/o10") + VT("/o11") + VT("/o12") + VT("/o13") + VT("/o14") + VT("/o15")) / (1.8 * 15)) Y,/vin X,/vin Y
1.014023347237043e-08,-0.1943214692554725,1.014023347237043e-08,-0.003809843633822076,1.014023347237043e-08,0.4056785307445275
1.015338242103111e-08,-0.1943141058442225,1.015338242103111e-08,-0.00537555276726437,1.015338242103111e-08,0.4056858941557774
1.016862075265435e-08,-0.1943055723785135,1.016862075265435e-08,-0.008343546016942002,1.016862075265435e-08,0.4056944276214864
1.01835859481518e-08,-0.1942971918690349,1.01835859481518e-08,-0.01182061012542115,1.01835859481518e-08,0.405702808130965
1.019047826603016e-08,-0.1942933321710231,1.019047826603016e-08,-0.01209542218980677,1.019047826603016e-08,0.4057066678289769
1.019832666442014e-08,-0.1942889370679247,1.019832666442014e-08,-0.01069003386988284,1.019832666442014e-08,0.4057110629320753
1.020470778806357e-08,-0.1942853636386844,1.020470778806357e-08,-0.008492807495987473,1.020470778806357e-08,0.4057146363613156
1.021067103025563e-08,-0.1942820242230568,1.021067103025563e-08,-0.006525812160031773,1.021067103025563e-08,0.4057179757769432
1.021639789351731e-08,-0.1942788171796302,1.021639789351731e-08,-0.004842500616362521,1.021639789351731e-08,0.4057211828203697
1.022484288658671e-08,-0.1942740879835114,1.022484288658671e-08,-0.002897760852236557,1.022484288658671e-08,0.4057259120164886
1.023319779350564e-08,-0.1942694092356368,1.023319779350564e-08,-0.001626960059890972,1.023319779350564e-08,0.4057305907643632
1.024200999330084e-08,-0.1942644744037515,1.024200999330084e-08,-0.000853996943304708,1.024200999330084e-08,0.4057355255962485
1.02511793143571e-08,-0.19425933958396,1.02511793143571e-08,-0.0004363060005654638,1.02511793143571e-08,0.40574066041604
